Company_ID,Month,Industry,Country,Company_Size,Employees,Plan,Monthly_Fee,Contract_Type,Acquisition_Channel,Electricity_kWh,Gas_kWh,Fuel_Litres,Business_Travel_km,Waste_kg,Water_Litres,Electricity_CO2_kg,Gas_CO2_kg,Fuel_CO2_kg,Travel_CO2_kg,Waste_CO2_kg,Total_CO2_kg,Reduction_Target_Pct,Monthly_Logins,Reports_Generated,Targets_Set,Recommendations_Viewed,Data_Completeness_Pct,MRR,Is_Active,CO2_tonnes,CO2_per_Employee_kg
ECO00003,2025-01-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,19514.69,2906.67,212.74,10084.35,583.76,7881.47,3707.79,523.2,489.31,1109.28,262.69,6092.27,19,9,4,1,8,90.6,99,1,6.09227,26.603799126637558
ECO00003,2025-02-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17307.13,2806.49,236.28,11346.97,516.75,7934.18,3288.35,505.17,543.44,1248.17,232.54,5817.67,19,6,2,1,4,90.5,99,1,5.81767,25.40467248908297
ECO00003,2025-03-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17462.69,2402.11,216.92,12259.57,462.63,8094.21,3317.91,432.38,498.92,1348.55,208.19,5805.95,19,6,4,1,6,84.9,99,1,5.80595,25.35349344978166
ECO00003,2025-04-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,18929.5,2642.63,213.67,9844.88,532.57,8260.16,3596.61,475.67,491.44,1082.94,239.65,5886.31,19,11,2,1,7,83.7,99,1,5.886310000000001,25.704410480349345
ECO00003,2025-05-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,18951.07,2528.59,230.47,13138.94,567.07,8536.69,3600.7,455.15,530.08,1445.28,255.18,6286.4,19,10,1,1,5,91.8,99,1,6.2863999999999995,27.451528384279474
ECO00003,2025-06-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,16125.81,1995.0,194.31,12647.05,552.46,8403.98,3063.9,359.1,446.92,1391.18,248.61,5509.71,19,3,2,1,5,85.2,99,1,5.50971,24.059868995633188
ECO00003,2025-07-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17666.8,2413.6,210.46,12711.87,504.15,8198.1,3356.69,434.45,484.06,1398.31,226.87,5900.37,19,10,2,1,5,85.8,99,1,5.90037,25.765807860262008
ECO00003,2025-08-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,15704.56,1965.83,167.42,11361.77,555.38,8137.72,2983.87,353.85,385.06,1249.79,249.92,5222.49,19,11,4,1,4,91.7,99,1,5.22249,22.805633187772926
ECO00003,2025-09-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,16728.02,2147.28,190.46,11678.95,554.63,8947.03,3178.32,386.51,438.05,1284.68,249.58,5537.15,19,8,1,1,4,75.2,99,1,5.53715,24.179694323144105
ECO00003,2025-10-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,16781.92,2216.39,193.51,10907.9,515.56,8356.24,3188.57,398.95,445.08,1199.87,232.0,5464.46,19,11,3,1,7,85.3,99,1,5.46446,23.862270742358078
ECO00003,2025-11-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17493.29,2857.37,235.12,12432.99,522.4,8269.77,3323.73,514.33,540.77,1367.63,235.08,5981.54,19,8,3,1,6,85.0,99,1,5.98154,26.120262008733626
ECO00003,2025-12-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,15401.85,2501.09,197.8,12267.8,557.32,7793.15,2926.35,450.2,454.94,1349.46,250.79,5431.74,19,8,3,1,6,85.3,99,1,5.43174,23.71938864628821
ECO00003,2026-01-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,16767.79,3138.04,206.17,11793.94,520.59,8424.72,3185.88,564.85,474.18,1297.33,234.26,5756.5,19,8,2,1,4,88.3,99,1,5.7565,25.137554585152838
ECO00003,2026-02-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17239.96,2858.55,197.55,11326.04,450.96,8049.6,3275.59,514.54,454.36,1245.86,202.93,5693.29,19,4,4,1,3,75.0,99,1,5.69329,24.861528384279477
ECO00003,2026-03-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,19114.77,2441.38,193.48,10883.71,460.75,8065.27,3631.81,439.45,445.01,1197.21,207.34,5920.81,19,8,4,1,6,83.3,99,1,5.92081,25.855065502183407
ECO00003,2026-04-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17221.43,2358.63,224.2,10266.56,568.1,8005.83,3272.07,424.55,515.65,1129.32,255.65,5597.24,19,10,3,1,5,85.5,99,1,5.59724,24.442096069868995
ECO00003,2026-05-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,16159.17,2544.72,193.82,13206.42,430.58,7865.0,3070.24,458.05,445.79,1452.71,193.76,5620.55,19,5,3,1,4,81.1,99,1,5.620550000000001,24.543886462882096
ECO00003,2026-06-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17421.54,2299.75,208.79,12569.44,528.01,9020.04,3310.09,413.95,480.22,1382.64,237.6,5824.51,19,8,2,0,3,82.0,99,1,5.82451,25.434541484716156
ECO00003,2026-07-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17519.42,2160.11,217.14,12766.46,511.49,7919.71,3328.69,388.82,499.42,1404.31,230.17,5851.41,19,9,2,1,6,83.5,99,1,5.85141,25.552008733624454
ECO00003,2026-08-01,Technology,France,Medium,229,Professional,99,Monthly,Paid Search,17721.32,2359.21,198.46,12361.44,430.01,7713.63,3367.05,424.66,456.46,1359.76,193.51,5801.43,19,6,3,1,3,81.7,99,1,5.80143,25.333755458515284
ECO00004,2026-08-01,Retail,USA,Medium,296,Starter,39,Monthly,Organic Search,35523.2,6184.33,410.73,12977.89,1065.03,12846.81,6749.41,1113.18,944.68,1427.57,479.26,10714.09,21,5,3,0,3,87.9,39,1,10.71409,36.19625
ECO00005,2024-03-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,612.72,107.25,4.71,780.36,15.1,228.94,116.42,19.31,10.82,85.84,6.8,239.18,23,13,3,1,5,90.7,99,1,0.23918,29.8975
ECO00005,2024-04-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,601.43,101.46,5.91,728.54,16.21,233.4,114.27,18.26,13.6,80.14,7.29,233.57,23,10,2,1,7,87.5,99,1,0.23357,29.19625
ECO00005,2024-05-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,592.52,105.9,5.1,716.4,12.82,252.58,112.58,19.06,11.73,78.8,5.77,227.95,23,4,4,1,4,81.7,99,1,0.22794999999999999,28.49375
ECO00005,2024-06-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,697.68,105.48,5.28,831.88,15.23,253.94,132.56,18.99,12.14,91.51,6.85,262.05,23,10,3,1,7,98.1,99,1,0.26205,32.75625
ECO00005,2024-07-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,618.0,98.29,5.49,672.01,13.52,236.23,117.42,17.69,12.63,73.92,6.08,227.75,23,6,2,1,6,83.4,99,1,0.22775,28.46875
ECO00005,2024-08-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,643.43,93.62,4.72,883.34,14.08,253.4,122.25,16.85,10.85,97.17,6.33,253.46,23,11,2,1,5,85.0,99,1,0.25346,31.6825
ECO00005,2024-09-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,609.26,100.68,5.03,924.51,11.97,226.72,115.76,18.12,11.58,101.7,5.39,252.54,23,12,3,0,4,83.3,99,1,0.25254,31.5675
ECO00005,2024-10-01,Professional Services,Australia,Micro,8,Professional,99,Annual,Organic Search,624.14,104.83,5.17,741.35,14.96,254.53,118.59,18.87,11.89,81.55,6.73,237.63,23,4,4,1,3,78.6,99,1,0.23763,29.70375
ECO00006,2026-05-01,Technology,Canada,Medium,216,Starter,39,Annual,Referral,23591.18,2088.82,215.88,14082.72,455.49,6798.71,4482.32,375.99,496.52,1549.1,204.97,7108.9,27,15,5,0,9,96.0,39,1,7.108899999999999,32.911574074074075
ECO00006,2026-06-01,Technology,Canada,Medium,216,Starter,39,Annual,Referral,21187.31,1932.21,251.91,12301.61,469.72,7217.68,4025.59,347.8,579.39,1353.18,211.37,6517.33,27,14,4,0,7,95.2,39,1,6.51733,30.172824074074075
ECO00006,2026-07-01,Technology,Canada,Medium,216,Starter,39,Annual,Referral,21242.04,1688.83,259.8,14382.46,410.22,7185.26,4035.99,303.99,597.54,1582.07,184.6,6704.19,27,14,5,1,6,91.7,39,1,6.70419,31.037916666666664
ECO00006,2026-08-01,Technology,Canada,Medium,216,Starter,39,Annual,Referral,23643.7,2006.76,245.85,12300.05,455.91,7291.0,4492.3,361.22,565.47,1353.01,205.16,6977.15,27,11,4,1,6,97.2,39,1,6.97715,32.301620370370365
ECO00007,2025-12-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,514.51,110.94,66.38,743.98,33.94,273.62,97.76,19.97,152.67,81.84,15.27,367.5,14,9,2,0,5,75.5,249,1,0.3675,52.5
ECO00007,2026-01-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,549.55,147.33,76.2,716.63,32.86,245.78,104.41,26.52,175.25,78.83,14.79,399.8,14,7,2,0,3,76.5,249,1,0.3998,57.114285714285714
ECO00007,2026-02-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,489.41,126.66,65.59,665.01,30.57,251.07,92.99,22.8,150.86,73.15,13.76,353.55,14,7,0,0,2,74.4,249,1,0.35355000000000003,50.50714285714286
ECO00007,2026-03-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,511.04,110.76,71.39,633.14,26.42,249.58,97.1,19.94,164.19,69.65,11.89,362.76,14,6,2,0,5,74.3,249,1,0.36275999999999997,51.82285714285714
ECO00007,2026-04-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,525.37,110.29,68.43,590.39,26.89,239.05,99.82,19.85,157.38,64.94,12.1,354.1,14,5,2,1,5,76.1,249,1,0.3541,50.58571428571429
ECO00007,2026-05-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,496.09,108.13,71.3,860.19,33.84,241.41,94.26,19.46,163.99,94.62,15.23,387.55,14,8,1,1,3,82.0,249,1,0.38755,55.364285714285714
ECO00007,2026-06-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,519.93,105.64,77.1,982.98,31.5,265.84,98.79,19.01,177.33,108.13,14.17,417.43,14,4,1,0,3,73.4,249,1,0.41743,59.63285714285714
ECO00007,2026-07-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,548.07,104.73,69.1,875.08,30.3,254.15,104.13,18.85,158.93,96.26,13.64,391.81,14,11,3,1,3,82.5,249,1,0.39181,55.972857142857144
ECO00007,2026-08-01,Logistics,UK,Micro,7,Business,249,Annual,Organic Search,542.97,105.07,73.01,961.6,30.82,243.88,103.16,18.91,167.93,105.78,13.87,409.65,14,1,3,1,1,82.7,249,1,0.40964999999999996,58.521428571428565
ECO00008,2025-02-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2318.94,569.87,29.95,623.93,87.18,925.45,440.6,102.58,68.89,68.63,39.23,719.92,17,5,3,0,2,84.5,249,1,0.71992,31.30086956521739
ECO00008,2025-03-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2423.69,524.52,25.25,704.42,91.67,854.31,460.5,94.41,58.08,77.49,41.25,731.73,17,12,5,1,5,88.9,249,1,0.73173,31.81434782608696
ECO00008,2025-04-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2346.41,520.55,28.22,637.66,90.56,901.57,445.82,93.7,64.9,70.14,40.75,715.31,17,9,4,1,6,87.8,249,1,0.7153099999999999,31.100434782608694
ECO00008,2025-05-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2336.77,447.39,25.89,708.47,93.22,860.36,443.99,80.53,59.55,77.93,41.95,703.95,17,10,3,0,6,88.8,249,1,0.7039500000000001,30.606521739130436
ECO00008,2025-06-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2030.39,453.39,28.15,851.59,100.18,879.57,385.77,81.61,64.74,93.68,45.08,670.88,17,10,2,0,7,84.5,249,1,0.67088,29.168695652173913
ECO00008,2025-07-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2216.88,493.51,29.63,783.66,87.19,831.83,421.21,88.83,68.15,86.2,39.24,703.63,17,10,2,0,3,85.8,249,1,0.70363,30.592608695652174
ECO00008,2025-08-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2253.21,529.72,28.3,803.39,92.48,886.9,428.11,95.35,65.09,88.37,41.62,718.54,17,12,3,0,4,87.3,249,1,0.71854,31.24086956521739
ECO00008,2025-09-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2456.66,481.09,27.43,695.37,89.87,797.07,466.76,86.6,63.09,76.49,40.44,733.38,17,9,4,1,4,91.5,249,1,0.73338,31.88608695652174
ECO00008,2025-10-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2292.12,475.73,28.02,648.22,82.05,797.75,435.5,85.63,64.44,71.3,36.92,693.8,17,9,3,1,7,90.2,249,1,0.6938,30.165217391304346
ECO00008,2025-11-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2495.12,575.85,29.83,746.41,97.73,889.4,474.07,103.65,68.61,82.11,43.98,772.42,17,11,2,0,4,86.2,249,1,0.77242,33.58347826086956
ECO00008,2025-12-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2447.34,537.83,25.04,655.29,90.82,864.74,464.99,96.81,57.59,72.08,40.87,732.34,17,9,4,1,7,90.7,249,1,0.73234,31.840869565217393
ECO00008,2026-01-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2182.55,520.16,31.38,662.28,88.26,769.6,414.69,93.63,72.17,72.85,39.72,693.05,17,8,2,1,5,91.0,249,1,0.6930499999999999,30.132608695652173
ECO00008,2026-02-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2197.14,531.31,31.15,527.45,76.88,834.89,417.46,95.64,71.65,58.02,34.59,677.36,17,11,4,1,7,92.1,249,1,0.67736,29.450434782608696
ECO00008,2026-03-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2279.99,456.22,28.82,671.66,89.03,919.72,433.2,82.12,66.28,73.88,40.06,695.54,17,4,1,1,4,76.1,249,1,0.6955399999999999,30.24086956521739
ECO00008,2026-04-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2392.12,506.5,26.3,641.74,81.5,773.49,454.5,91.17,60.49,70.59,36.68,713.43,17,7,3,0,4,88.3,249,1,0.7134299999999999,31.01869565217391
ECO00008,2026-05-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2048.64,490.8,25.36,801.59,88.18,794.76,389.24,88.34,58.34,88.17,39.68,663.78,17,10,4,0,7,91.2,249,1,0.6637799999999999,28.86
ECO00008,2026-06-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2413.88,496.76,24.35,693.49,96.99,806.85,458.64,89.42,56.01,76.28,43.65,723.99,17,7,3,1,4,82.1,249,1,0.72399,31.477826086956522
ECO00008,2026-07-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2332.3,424.12,28.82,721.54,86.33,820.02,443.14,76.34,66.28,79.37,38.85,703.97,17,4,0,1,2,86.9,249,1,0.70397,30.60739130434783
ECO00008,2026-08-01,Retail,Canada,Small,23,Business,249,Annual,Organic Search,2254.32,462.39,24.88,788.45,91.53,824.32,428.32,83.23,57.22,86.73,41.19,696.69,17,11,3,0,4,89.6,249,1,0.69669,30.290869565217395
ECO00009,2025-09-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,808.02,117.87,7.55,260.31,24.39,299.95,153.52,21.22,17.36,28.63,10.98,231.71,17,13,4,1,6,92.6,249,1,0.23171,38.61833333333333
ECO00009,2025-10-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,772.45,131.58,8.33,223.26,26.99,295.47,146.76,23.68,19.17,24.56,12.15,226.32,17,12,3,1,6,100.0,249,1,0.22632,37.72
ECO00009,2025-11-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,848.14,120.71,6.63,226.65,24.38,278.51,161.15,21.73,15.24,24.93,10.97,234.02,17,11,6,1,7,90.8,249,1,0.23402,39.00333333333334
ECO00009,2025-12-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,767.64,142.75,6.88,198.5,22.23,261.37,145.85,25.7,15.83,21.83,10.0,219.21,17,8,5,1,7,86.1,249,1,0.21921000000000002,36.535000000000004
ECO00009,2026-01-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,708.21,142.7,7.11,225.88,22.96,279.72,134.56,25.69,16.35,24.85,10.33,211.78,17,16,4,1,5,100.0,249,1,0.21178,35.29666666666667
ECO00009,2026-02-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,781.47,123.91,7.97,228.49,24.5,252.0,148.48,22.3,18.33,25.13,11.03,225.27,17,13,2,1,8,97.1,249,1,0.22527,37.545
ECO00009,2026-03-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,847.18,135.08,9.49,205.71,22.58,279.15,160.96,24.31,21.84,22.63,10.16,239.91,17,11,3,0,7,93.1,249,1,0.23990999999999998,39.985
ECO00009,2026-04-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,774.21,127.13,6.97,215.95,27.02,279.22,147.1,22.88,16.04,23.75,12.16,221.94,17,11,4,1,6,99.7,249,1,0.22194,36.99
ECO00009,2026-05-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,784.96,128.11,7.06,267.95,25.81,285.49,149.14,23.06,16.23,29.47,11.61,229.52,17,13,4,0,7,95.2,249,1,0.22952,38.25333333333334
ECO00009,2026-06-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,793.96,126.59,8.49,177.2,23.13,269.74,150.85,22.79,19.53,19.49,10.41,223.06,17,11,5,1,7,89.5,249,1,0.22306,37.17666666666667
ECO00009,2026-07-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,783.42,121.9,6.55,278.27,24.56,269.06,148.85,21.94,15.07,30.61,11.05,227.52,17,9,5,1,7,94.0,249,1,0.22752,37.92
ECO00009,2026-08-01,Retail,UK,Micro,6,Business,249,Annual,LinkedIn,795.74,120.46,7.68,248.81,22.78,301.32,151.19,21.68,17.66,27.37,10.25,228.15,17,14,5,1,10,97.6,249,1,0.22815000000000002,38.025
ECO00010,2025-03-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,13212.16,3128.25,256.59,2113.03,540.1,7356.47,2510.31,563.09,590.15,232.43,243.05,4139.03,23,12,4,0,9,94.8,99,1,4.13903,62.712575757575756
ECO00010,2025-04-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,15103.6,3515.57,232.61,2161.89,578.23,7845.26,2869.68,632.8,534.99,237.81,260.2,4535.49,23,12,6,1,8,93.1,99,1,4.535489999999999,68.71954545454545
ECO00010,2025-05-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,16451.31,3475.58,209.64,2248.2,469.8,7178.45,3125.75,625.6,482.17,247.3,211.41,4692.23,23,14,4,1,7,95.3,99,1,4.6922299999999995,71.09439393939394
ECO00010,2025-06-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14545.79,3451.27,241.17,2684.68,523.67,7988.14,2763.7,621.23,554.7,295.31,235.65,4470.59,23,10,5,1,7,96.7,99,1,4.4705900000000005,67.73621212121212
ECO00010,2025-07-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14831.56,2942.64,225.34,2295.23,528.75,7391.6,2818.0,529.68,518.28,252.48,237.94,4356.36,23,10,3,1,9,97.3,99,1,4.35636,66.00545454545454
ECO00010,2025-08-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,13797.77,3195.45,267.92,2572.02,517.08,8041.17,2621.58,575.18,616.22,282.92,232.68,4328.58,23,8,2,1,6,100.0,99,1,4.32858,65.58454545454545
ECO00010,2025-09-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,13467.78,2567.17,225.8,2492.06,496.98,8232.1,2558.88,462.09,519.35,274.13,223.64,4038.08,23,12,2,1,8,97.2,99,1,4.03808,61.1830303030303
ECO00010,2025-10-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,16056.94,3009.27,242.96,1871.47,476.56,8385.84,3050.82,541.67,558.8,205.86,214.45,4571.61,23,14,4,1,9,95.1,99,1,4.57161,69.26681818181818
ECO00010,2025-11-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,15047.0,3792.84,199.7,2057.25,486.67,7636.79,2858.93,682.71,459.31,226.3,219.0,4446.25,23,11,3,1,8,95.4,99,1,4.44625,67.36742424242425
ECO00010,2025-12-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14314.06,3459.28,210.33,2069.47,463.77,7825.93,2719.67,622.67,483.75,227.64,208.7,4262.43,23,9,4,1,8,95.9,99,1,4.26243,64.58227272727274
ECO00010,2026-01-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14305.14,3859.37,186.41,2257.14,544.29,7687.84,2717.98,694.69,428.74,248.28,244.93,4334.62,23,11,4,1,3,99.8,99,1,4.33462,65.6760606060606
ECO00010,2026-02-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,13504.74,3296.24,222.51,2039.83,513.25,7906.14,2565.9,593.32,511.77,224.38,230.96,4126.33,23,12,6,1,7,100.0,99,1,4.12633,62.52015151515151
ECO00010,2026-03-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,13822.99,3399.67,233.89,2215.6,490.0,7567.24,2626.37,611.94,537.94,243.72,220.5,4240.46,23,11,4,1,6,98.1,99,1,4.24046,64.24939393939394
ECO00010,2026-04-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14037.2,2891.41,234.2,2180.59,521.55,8151.92,2667.07,520.45,538.66,239.86,234.7,4200.74,23,14,2,1,8,100.0,99,1,4.20074,63.64757575757575
ECO00010,2026-05-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14197.39,3112.36,228.01,2723.68,431.83,8057.59,2697.5,560.22,524.43,299.6,194.32,4276.09,23,12,3,0,3,98.6,99,1,4.27609,64.78924242424243
ECO00010,2026-06-01,Manufacturing,UK,Small,66,Professional,99,Annual,Referral,14265.87,3226.66,218.9,2320.17,472.89,8155.56,2710.52,580.8,503.46,255.22,212.8,4262.8,23,11,4,1,8,89.0,99,1,4.2628,64.5878787878788
